CustomerID,recency,frequency,monetary,last_purchase,country,R,F,M,RFM,segment
14964,247,1,206.21,2011-04-06 14:13:00,United Kingdom,1,1,1,111,Lapsed / Low
14965,96,1,599.0,2011-09-04 13:20:00,United Kingdom,2,1,2,212,Lapsed / Low
14966,15,1,191.32,2011-11-25 12:20:00,United Kingdom,4,1,1,411,Recent / New
14967,50,1,463.8,2011-10-21 11:06:00,United Kingdom,3,1,2,312,Recent / New
14968,30,1,147.59,2011-11-09 13:58:00,United Kingdom,3,1,1,311,Recent / New
14970,68,4,1592.06,2011-10-02 13:44:00,United Kingdom,2,3,3,233,At Risk (was valuable)
14971,35,2,1116.57,2011-11-04 17:07:00,United Kingdom,3,2,3,323,Loyal
14972,128,1,114.77,2011-08-03 14:54:00,United Kingdom,2,1,1,211,Lapsed / Low
14973,107,3,1314.45,2011-08-24 15:51:00,United Kingdom,2,3,3,233,At Risk (was valuable)
14974,37,1,114.39,2011-11-02 13:01:00,United Kingdom,3,1,1,311,Recent / New
14975,57,1,279.94,2011-10-13 14:08:00,United Kingdom,2,1,1,211,Lapsed / Low
14976,57,5,774.86,2011-10-13 16:33:00,United Kingdom,2,4,3,243,At Risk (was valuable)
14978,72,5,1931.42,2011-09-28 13:07:00,United Kingdom,2,4,4,244,At Risk (was valuable)
14981,246,1,102.12,2011-04-07 13:45:00,United Kingdom,1,1,1,111,Lapsed / Low
14984,19,2,213.27,2011-11-20 14:28:00,United Kingdom,3,2,1,321,Loyal
14985,198,2,296.75,2011-05-25 14:29:00,United Kingdom,1,2,1,121,Lapsed / Low
14987,16,2,326.4,2011-11-24 09:59:00,United Kingdom,4,2,2,422,Loyal
14988,212,1,334.54,2011-05-12 12:05:00,United Kingdom,1,1,2,112,Lapsed / Low
14995,39,2,233.23000000000002,2011-11-01 11:39:00,United Kingdom,3,2,1,321,Loyal
14997,46,3,546.1999999999999,2011-10-24 13:28:00,United Kingdom,3,3,2,332,Loyal
14998,170,2,429.87,2011-06-22 17:30:00,United Kingdom,1,2,2,122,Lapsed / Low
15000,48,1,490.52,2011-10-23 11:42:00,United Kingdom,3,1,2,312,Recent / New
15002,116,4,1641.76,2011-08-16 10:44:00,United Kingdom,2,3,4,234,At Risk (was valuable)
15004,147,1,1245.93,2011-07-15 14:05:00,United Kingdom,1,1,3,113,Lapsed / Low
15005,16,28,6314.87,2011-11-24 12:25:00,United Kingdom,4,4,4,444,Champions
15006,51,1,497.14,2011-10-19 15:08:00,United Kingdom,3,1,2,312,Recent / New
15007,159,1,156.91,2011-07-03 16:00:00,United Kingdom,1,1,1,111,Lapsed / Low
15009,12,3,1261.78,2011-11-27 13:35:00,United Kingdom,4,3,3,433,Champions
15010,36,1,308.94,2011-11-04 12:42:00,United Kingdom,3,1,2,312,Recent / New
15012,54,2,423.04,2011-10-17 12:22:00,United Kingdom,2,2,2,222,Lapsed / Low
15014,43,2,260.17,2011-10-27 20:07:00,United Kingdom,3,2,1,321,Loyal
15016,173,1,170.04,2011-06-20 12:06:00,United Kingdom,1,1,1,111,Lapsed / Low
15017,34,1,125.58,2011-11-06 10:33:00,United Kingdom,3,1,1,311,Recent / New
15018,39,3,496.21000000000004,2011-11-01 12:47:00,United Kingdom,3,3,2,332,Loyal
15019,267,1,266.0,2011-03-18 12:35:00,United Kingdom,1,1,1,111,Lapsed / Low
15021,9,8,1914.82,2011-12-01 11:53:00,United Kingdom,4,4,4,444,Champions
15022,12,3,905.04,2011-11-28 12:35:00,United Kingdom,4,3,3,433,Champions
15023,3,11,6783.86,2011-12-06 17:23:00,United Kingdom,4,4,4,444,Champions
15024,10,7,1661.33,2011-11-30 12:06:00,United Kingdom,4,4,4,444,Champions
15025,33,1,377.01,2011-11-06 15:20:00,United Kingdom,3,1,2,312,Recent / New
15026,80,3,464.2,2011-09-20 13:52:00,United Kingdom,2,3,2,232,At Risk (was valuable)
15027,31,4,1066.1499999999999,2011-11-09 10:16:00,United Kingdom,3,3,3,333,Champions
15028,8,3,627.13,2011-12-01 14:06:00,United Kingdom,4,3,2,432,Loyal
15030,72,2,518.28,2011-09-29 10:50:00,United Kingdom,2,2,2,222,Lapsed / Low
15031,4,4,668.14,2011-12-05 14:19:00,United Kingdom,4,3,3,433,Champions
15032,256,2,4959.1,2011-03-28 15:03:00,United Kingdom,1,2,4,124,Lapsed / Low
15033,5,10,2583.37,2011-12-05 12:40:00,United Kingdom,4,4,4,444,Champions
15034,16,7,4308.61,2011-11-24 12:11:00,United Kingdom,4,4,4,444,Champions
15035,90,1,252.73000000000002,2011-09-11 11:08:00,United Kingdom,2,1,1,211,Lapsed / Low
15036,72,3,465.55,2011-09-28 15:42:00,United Kingdom,2,3,2,232,At Risk (was valuable)
15038,59,6,705.49,2011-10-12 11:33:00,United Kingdom,2,4,3,243,At Risk (was valuable)
15039,10,42,19914.44,2011-11-30 11:31:00,United Kingdom,4,4,4,444,Champions
15041,170,1,180.35,2011-06-22 16:16:00,United Kingdom,1,1,1,111,Lapsed / Low
15042,199,1,135.93,2011-05-24 16:25:00,United Kingdom,1,1,1,111,Lapsed / Low
15043,31,1,537.0,2011-11-08 14:26:00,United Kingdom,3,1,2,312,Recent / New
15044,19,15,7700.2300000000005,2011-11-20 13:20:00,United Kingdom,3,4,4,344,Champions
15045,152,2,735.66,2011-07-11 11:33:00,United Kingdom,1,2,3,123,Lapsed / Low
15046,9,15,5194.82,2011-11-30 15:50:00,United Kingdom,4,4,4,444,Champions
15047,270,1,343.62,2011-03-15 10:49:00,United Kingdom,1,1,2,112,Lapsed / Low
15048,65,4,384.05,2011-10-05 14:55:00,United Kingdom,2,3,2,232,At Risk (was valuable)
15049,274,1,121.17000000000002,2011-03-11 12:13:00,United Kingdom,1,1,1,111,Lapsed / Low
15050,25,2,1782.09,2011-11-14 16:17:00,United Kingdom,3,2,4,324,Loyal
15051,23,3,1391.61,2011-11-16 15:38:00,United Kingdom,3,3,3,333,Champions
15052,319,1,215.78,2011-01-24 15:52:00,United Kingdom,1,1,1,111,Lapsed / Low
15053,5,3,697.79,2011-12-05 12:08:00,United Kingdom,4,3,3,433,Champions
15054,12,2,302.1,2011-11-27 15:02:00,United Kingdom,4,2,1,421,Loyal
15057,275,2,1489.5,2011-03-09 15:17:00,United Kingdom,1,2,3,123,Lapsed / Low
15058,25,8,2124.9900000000002,2011-11-14 14:57:00,United Kingdom,3,4,4,344,Champions
15059,41,7,1337.72,2011-10-30 11:35:00,United Kingdom,3,4,3,343,Champions
15060,8,2,301.84,2011-12-01 13:47:00,United Kingdom,4,2,1,421,Loyal
15061,4,29,54534.14,2011-12-06 12:06:00,United Kingdom,4,4,4,444,Champions
15062,71,4,987.86,2011-09-29 16:51:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15063,213,1,370.79999999999995,2011-05-10 13:25:00,United Kingdom,1,1,2,112,Lapsed / Low
15065,38,4,3158.13,2011-11-02 09:45:00,United Kingdom,3,3,4,334,Champions
15066,53,1,893.59,2011-10-17 13:25:00,United Kingdom,2,1,3,213,Lapsed / Low
15067,78,2,1744.76,2011-09-22 13:20:00,United Kingdom,2,2,4,224,Lapsed / Low
15068,46,2,553.36,2011-10-24 14:47:00,United Kingdom,3,2,2,322,Loyal
15069,179,1,1109.53,2011-06-13 14:16:00,United Kingdom,1,1,3,113,Lapsed / Low
15070,373,1,106.2,2010-12-02 11:23:00,United Kingdom,1,1,1,111,Lapsed / Low
15071,94,2,982.07,2011-09-07 11:43:00,United Kingdom,2,2,3,223,Lapsed / Low
15073,10,3,1043.41,2011-11-30 10:44:00,United Kingdom,4,3,3,433,Champions
15074,105,1,748.87,2011-08-26 14:45:00,United Kingdom,2,1,3,213,Lapsed / Low
15075,78,1,773.03,2011-09-23 12:27:00,United Kingdom,2,1,3,213,Lapsed / Low
15076,173,1,880.85,2011-06-20 08:23:00,United Kingdom,1,1,3,113,Lapsed / Low
15078,7,20,9743.11,2011-12-02 15:41:00,United Kingdom,4,4,4,444,Champions
15079,213,3,895.61,2011-05-11 12:45:00,United Kingdom,1,3,3,133,At Risk (was valuable)
15081,22,5,504.8,2011-11-17 17:08:00,United Kingdom,3,4,2,342,Loyal
15083,257,1,88.2,2011-03-28 12:18:00,United Kingdom,1,1,1,111,Lapsed / Low
15087,282,1,306.94,2011-03-03 10:34:00,United Kingdom,1,1,2,112,Lapsed / Low
15088,21,2,1160.07,2011-11-18 13:14:00,United Kingdom,3,2,3,323,Loyal
15089,10,6,2420.84,2011-11-29 16:31:00,United Kingdom,4,4,4,444,Champions
15090,308,1,381.32,2011-02-04 14:03:00,United Kingdom,1,1,2,112,Lapsed / Low
15091,68,1,480.71,2011-10-03 12:47:00,United Kingdom,2,1,2,212,Lapsed / Low
15092,215,2,457.81,2011-05-08 14:10:00,United Kingdom,1,2,2,122,Lapsed / Low
15093,18,6,4597.02,2011-11-21 13:09:00,United Kingdom,4,4,4,444,Champions
15095,104,3,1370.6,2011-08-28 12:01:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15096,43,1,219.39000000000001,2011-10-28 10:27:00,United Kingdom,3,1,1,311,Recent / New
15097,4,1,248.08,2011-12-05 14:03:00,United Kingdom,4,1,1,411,Recent / New
15098,182,1,39916.5,2011-06-10 15:33:00,United Kingdom,1,1,4,114,Lapsed / Low
15099,84,1,410.48,2011-09-16 13:13:00,United Kingdom,2,1,2,212,Lapsed / Low
15100,334,3,876.0,2011-01-10 10:35:00,United Kingdom,1,3,3,133,At Risk (was valuable)
15101,9,2,317.53,2011-12-01 10:18:00,United Kingdom,4,2,2,422,Loyal
15103,31,2,703.36,2011-11-08 14:53:00,United Kingdom,3,2,3,323,Loyal
15104,197,2,1027.44,2011-05-27 12:29:00,United Kingdom,1,2,3,123,Lapsed / Low
15105,18,5,2298.93,2011-11-21 16:54:00,United Kingdom,4,4,4,444,Champions
15106,18,5,1422.52,2011-11-22 09:16:00,United Kingdom,4,4,3,443,Champions
15107,311,6,319.5,2011-02-01 14:46:00,United Kingdom,1,4,2,142,At Risk (was valuable)
15108,142,3,1159.25,2011-07-21 10:24:00,European Community,2,3,3,233,At Risk (was valuable)
15109,246,1,484.95,2011-04-08 09:58:00,United Kingdom,1,1,2,112,Lapsed / Low
15110,24,4,996.1,2011-11-16 11:16:00,United Kingdom,3,3,3,333,Champions
15111,29,3,1567.48,2011-11-10 16:58:00,United Kingdom,3,3,3,333,Champions
15113,10,3,3608.94,2011-11-30 08:23:00,United Kingdom,4,3,4,434,Champions
15114,30,10,2760.56,2011-11-09 15:05:00,United Kingdom,3,4,4,344,Champions
15115,18,1,340.11,2011-11-21 14:59:00,United Kingdom,4,1,2,412,Recent / New
15116,18,4,1352.75,2011-11-22 12:25:00,United Kingdom,4,3,3,433,Champions
15117,15,5,1551.78,2011-11-25 08:12:00,United Kingdom,4,4,3,443,Champions
15118,134,1,244.8,2011-07-28 14:54:00,United Kingdom,2,1,1,211,Lapsed / Low
15119,246,1,266.4,2011-04-08 09:08:00,United Kingdom,1,1,1,111,Lapsed / Low
15120,134,1,358.82,2011-07-29 09:48:00,United Kingdom,2,1,2,212,Lapsed / Low
15121,50,2,457.72,2011-10-20 14:51:00,United Kingdom,3,2,2,322,Loyal
15122,114,3,1633.78,2011-08-17 16:48:00,United Kingdom,2,3,4,234,At Risk (was valuable)
15123,7,2,2199.31,2011-12-02 13:12:00,United Kingdom,4,2,4,424,Loyal
15124,23,2,184.19,2011-11-17 10:09:00,United Kingdom,3,2,1,321,Loyal
15125,25,10,11528.48,2011-11-14 13:57:00,United Kingdom,3,4,4,344,Champions
15127,66,1,406.53,2011-10-05 10:30:00,United Kingdom,2,1,2,212,Lapsed / Low
15128,60,4,1471.0,2011-10-10 13:54:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15129,50,10,3447.4,2011-10-20 14:40:00,United Kingdom,3,4,4,344,Champions
15130,170,1,330.11,2011-06-23 10:15:00,United Kingdom,1,1,2,112,Lapsed / Low
15132,18,5,977.9300000000001,2011-11-21 17:10:00,United Kingdom,4,4,3,443,Champions
15133,128,3,982.42,2011-08-04 10:44:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15134,15,8,1387.99,2011-11-25 08:55:00,United Kingdom,4,4,3,443,Champions
15135,239,1,139.05,2011-04-14 19:16:00,United Kingdom,1,1,1,111,Lapsed / Low
15136,3,3,1286.7,2011-12-07 12:26:00,United Kingdom,4,3,3,433,Champions
15139,240,2,178.96,2011-04-14 11:39:00,United Kingdom,1,2,1,121,Lapsed / Low
15140,52,6,2354.25,2011-10-18 14:07:00,United Kingdom,2,4,4,244,At Risk (was valuable)
15142,46,1,498.74,2011-10-24 12:51:00,United Kingdom,3,1,2,312,Recent / New
15143,226,1,259.45,2011-04-28 12:03:00,United Kingdom,1,1,1,111,Lapsed / Low
15144,8,14,6580.44,2011-12-01 15:12:00,United Kingdom,4,4,4,444,Champions
15145,4,4,1194.73,2011-12-05 17:21:00,United Kingdom,4,3,3,433,Champions
15146,165,2,1327.16,2011-06-28 12:09:00,United Kingdom,1,2,3,123,Lapsed / Low
15147,240,1,623.5,2011-04-13 15:57:00,United Kingdom,1,1,2,112,Lapsed / Low
15148,11,1,301.29,2011-11-29 08:21:00,United Kingdom,4,1,1,411,Recent / New
15149,134,1,520.8000000000001,2011-07-29 10:58:00,United Kingdom,2,1,2,212,Lapsed / Low
15150,17,10,5314.47,2011-11-22 12:52:00,United Kingdom,4,4,4,444,Champions
15152,10,13,4745.69,2011-11-30 12:32:00,United Kingdom,4,4,4,444,Champions
15153,31,1,329.25,2011-11-08 17:09:00,United Kingdom,3,1,2,312,Recent / New
15154,75,1,296.42,2011-09-25 16:05:00,United Kingdom,2,1,1,211,Lapsed / Low
15156,1,3,961.49,2011-12-08 18:22:00,United Kingdom,4,3,3,433,Champions
15157,4,3,1936.07,2011-12-06 11:28:00,United Kingdom,4,3,4,434,Champions
15158,45,1,401.40000000000003,2011-10-25 13:53:00,United Kingdom,3,1,2,312,Recent / New
15159,2,19,18641.010000000002,2011-12-08 12:05:00,United Kingdom,4,4,4,444,Champions
15160,357,1,158.16,2010-12-17 14:15:00,United Kingdom,1,1,1,111,Lapsed / Low
15163,18,2,304.47,2011-11-21 13:10:00,United Kingdom,4,2,1,421,Loyal
15164,69,3,843.05,2011-10-02 12:05:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15165,373,1,487.75,2010-12-01 14:03:00,United Kingdom,1,1,2,112,Lapsed / Low
15167,321,1,163.0,2011-01-23 12:41:00,United Kingdom,1,1,1,111,Lapsed / Low
15168,26,1,106.56,2011-11-14 11:26:00,United Kingdom,3,1,1,311,Recent / New
15171,331,1,1289.5,2011-01-12 15:36:00,United Kingdom,1,1,3,113,Lapsed / Low
15172,9,5,1624.05,2011-12-01 11:51:00,United Kingdom,4,4,3,443,Champions
15174,323,1,135.75,2011-01-21 09:06:00,United Kingdom,1,1,1,111,Lapsed / Low
15175,72,1,224.14,2011-09-29 11:31:00,United Kingdom,2,1,1,211,Lapsed / Low
15178,260,1,40.5,2011-03-24 15:12:00,United Kingdom,1,1,1,111,Lapsed / Low
15179,18,5,2206.95,2011-11-21 12:53:00,United Kingdom,4,4,4,444,Champions
15180,367,1,87.5,2010-12-07 14:57:00,United Kingdom,1,1,1,111,Lapsed / Low
15181,66,3,689.4799999999999,2011-10-04 13:58:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15182,154,2,622.85,2011-07-08 13:37:00,United Kingdom,1,2,2,122,Lapsed / Low
15184,29,2,406.76,2011-11-10 13:41:00,United Kingdom,3,2,2,322,Loyal
15185,70,1,310.62,2011-09-30 14:06:00,United Kingdom,2,1,2,212,Lapsed / Low
15186,14,2,411.41,2011-11-25 14:58:00,United Kingdom,4,2,2,422,Loyal
15187,2,13,4762.18,2011-12-08 11:56:00,United Kingdom,4,4,4,444,Champions
15189,1,38,16225.39,2011-12-08 13:22:00,United Kingdom,4,4,4,444,Champions
15192,120,3,1044.32,2011-08-12 11:41:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15193,61,1,499.32,2011-10-10 08:23:00,United Kingdom,2,1,2,212,Lapsed / Low
15194,3,15,7616.53,2011-12-06 15:10:00,United Kingdom,4,4,4,444,Champions
15195,3,1,3861.0,2011-12-07 12:20:00,United Kingdom,4,1,4,414,Recent / New
15197,11,3,1079.6100000000001,2011-11-29 10:00:00,United Kingdom,4,3,3,433,Champions
15198,92,2,193.64,2011-09-08 14:42:00,United Kingdom,2,2,1,221,Lapsed / Low
15199,59,4,1268.7,2011-10-11 15:12:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15201,87,4,1236.54,2011-09-13 14:53:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15203,26,6,1827.8,2011-11-14 08:16:00,United Kingdom,3,4,4,344,Champions
15204,357,1,316.58,2010-12-17 13:49:00,United Kingdom,1,1,2,112,Lapsed / Low
15205,85,2,653.24,2011-09-15 19:36:00,United Kingdom,2,2,2,222,Lapsed / Low
15206,10,4,420.29999999999995,2011-11-29 13:41:00,United Kingdom,4,3,2,432,Loyal
15208,1,5,870.12,2011-12-08 17:24:00,United Kingdom,4,4,3,443,Champions
15210,225,1,331.18,2011-04-28 16:11:00,United Kingdom,1,1,2,112,Lapsed / Low
15211,60,2,894.4100000000001,2011-10-10 13:31:00,United Kingdom,2,2,3,223,Lapsed / Low
15212,241,1,101.8,2011-04-12 13:45:00,United Kingdom,1,1,1,111,Lapsed / Low
15213,319,2,328.35,2011-01-25 12:21:00,United Kingdom,1,2,2,122,Lapsed / Low
15214,2,8,1661.44,2011-12-08 12:07:00,United Kingdom,4,4,4,444,Champions
15215,47,2,734.94,2011-10-24 11:41:00,United Kingdom,3,2,3,323,Loyal
15216,88,1,96.6,2011-09-13 11:41:00,United Kingdom,2,1,1,211,Lapsed / Low
15218,11,9,5756.89,2011-11-29 11:48:00,United Kingdom,4,4,4,444,Champions
15219,176,1,305.75,2011-06-16 16:57:00,United Kingdom,1,1,2,112,Lapsed / Low
15220,52,6,1778.96,2011-10-19 12:39:00,United Kingdom,2,4,4,244,At Risk (was valuable)
15221,366,1,403.25,2010-12-08 13:08:00,United Kingdom,1,1,2,112,Lapsed / Low
15222,319,1,585.0,2011-01-25 08:03:00,United Kingdom,1,1,2,112,Lapsed / Low
15223,226,2,755.75,2011-04-28 11:31:00,United Kingdom,1,2,3,123,Lapsed / Low
15224,358,2,322.08,2010-12-16 15:02:00,United Kingdom,1,2,2,122,Lapsed / Low
15225,234,1,409.40000000000003,2011-04-19 14:51:00,United Kingdom,1,1,2,112,Lapsed / Low
15226,311,1,154.41,2011-02-02 11:41:00,United Kingdom,1,1,1,111,Lapsed / Low
15227,37,4,1219.4,2011-11-03 11:59:00,United Kingdom,3,3,3,333,Champions
15228,66,4,3386.71,2011-10-04 13:56:00,United Kingdom,2,3,4,234,At Risk (was valuable)
15230,239,2,429.6,2011-04-14 14:39:00,United Kingdom,1,2,2,122,Lapsed / Low
15232,113,2,612.06,2011-08-18 16:27:00,United Kingdom,2,2,2,222,Lapsed / Low
15234,277,1,197.0,2011-03-08 08:53:00,United Kingdom,1,1,1,111,Lapsed / Low
15235,218,10,2247.51,2011-05-06 09:44:00,United Kingdom,1,4,4,144,At Risk (was valuable)
15236,299,1,321.05,2011-02-14 10:52:00,United Kingdom,1,1,2,112,Lapsed / Low
15237,2,4,1412.32,2011-12-08 09:46:00,United Kingdom,4,3,3,433,Champions
15238,29,3,1071.99,2011-11-10 14:28:00,United Kingdom,3,3,3,333,Champions
15239,10,2,780.59,2011-11-29 14:14:00,United Kingdom,4,2,3,423,Loyal
15240,45,5,1706.57,2011-10-26 09:50:00,United Kingdom,3,4,4,344,Champions
15241,67,8,1756.44,2011-10-04 09:05:00,United Kingdom,2,4,4,244,At Risk (was valuable)
15243,74,1,316.68,2011-09-26 14:12:00,United Kingdom,2,1,2,212,Lapsed / Low
15244,65,2,631.57,2011-10-05 13:19:00,United Kingdom,2,2,2,222,Lapsed / Low
15245,134,3,2515.84,2011-07-28 18:56:00,United Kingdom,2,3,4,234,At Risk (was valuable)
15246,238,2,514.15,2011-04-15 14:45:00,United Kingdom,1,2,2,122,Lapsed / Low
15247,122,1,356.0,2011-08-09 12:52:00,United Kingdom,2,1,2,212,Lapsed / Low
15249,32,12,6688.46,2011-11-08 11:45:00,United Kingdom,3,4,4,344,Champions
15251,9,10,10484.99,2011-11-30 15:02:00,United Kingdom,4,4,4,444,Champions
15252,36,2,740.78,2011-11-03 13:30:00,United Kingdom,3,2,3,323,Loyal
15253,16,3,918.1999999999999,2011-11-23 16:22:00,United Kingdom,4,3,3,433,Champions
15254,127,1,300.36,2011-08-04 15:04:00,United Kingdom,2,1,1,211,Lapsed / Low
15255,67,1,890.85,2011-10-04 12:43:00,United Kingdom,2,1,3,213,Lapsed / Low
15256,149,1,98.45,2011-07-14 11:47:00,United Kingdom,1,1,1,111,Lapsed / Low
15257,283,1,317.15,2011-03-01 12:58:00,United Kingdom,1,1,2,112,Lapsed / Low
15258,169,2,623.16,2011-06-24 12:30:00,United Kingdom,1,2,2,122,Lapsed / Low
15260,100,6,1810.77,2011-08-31 13:55:00,United Kingdom,2,4,4,244,At Risk (was valuable)
15261,135,1,254.82,2011-07-27 15:20:00,United Kingdom,2,1,1,211,Lapsed / Low
15262,324,1,178.95000000000002,2011-01-20 12:16:00,United Kingdom,1,1,1,111,Lapsed / Low
15263,107,1,156.51,2011-08-25 10:26:00,United Kingdom,2,1,1,211,Lapsed / Low
15264,64,1,393.74,2011-10-06 13:49:00,United Kingdom,2,1,2,212,Lapsed / Low
15265,151,2,1506.1200000000001,2011-07-11 14:46:00,United Kingdom,1,2,3,123,Lapsed / Low
15266,338,1,119.3,2011-01-05 13:40:00,United Kingdom,1,1,1,111,Lapsed / Low
15267,22,5,1717.36,2011-11-17 15:59:00,United Kingdom,3,4,4,344,Champions
15269,24,1,408.8,2011-11-16 09:32:00,United Kingdom,3,1,2,312,Recent / New
15270,16,5,2379.49,2011-11-24 09:24:00,United Kingdom,4,4,4,444,Champions
15271,7,15,2507.07,2011-12-02 14:11:00,United Kingdom,4,4,4,444,Champions
15272,57,2,721.94,2011-10-13 12:59:00,United Kingdom,2,2,3,223,Lapsed / Low
15274,4,2,716.57,2011-12-05 16:57:00,United Kingdom,4,2,3,423,Loyal
15275,38,1,615.14,2011-11-02 11:20:00,United Kingdom,3,1,2,312,Recent / New
15276,66,1,135.31,2011-10-04 16:39:00,United Kingdom,2,1,1,211,Lapsed / Low
15277,47,1,255.89999999999998,2011-10-24 10:08:00,United Kingdom,3,1,1,311,Recent / New
15279,355,1,290.51,2010-12-20 10:48:00,United Kingdom,1,1,1,111,Lapsed / Low
15280,172,1,113.12,2011-06-20 17:14:00,United Kingdom,1,1,1,111,Lapsed / Low
15281,59,9,2332.15,2011-10-12 09:10:00,United Kingdom,2,4,4,244,At Risk (was valuable)
15286,50,1,240.55,2011-10-21 11:08:00,United Kingdom,3,1,1,311,Recent / New
15287,22,2,486.69,2011-11-17 15:34:00,United Kingdom,3,2,2,322,Loyal
15288,43,5,2306.52,2011-10-27 16:58:00,United Kingdom,3,4,4,344,Champions
15289,29,3,939.78,2011-11-10 13:49:00,United Kingdom,3,3,3,333,Champions
15290,5,17,7943.22,2011-12-05 11:39:00,United Kingdom,4,4,4,444,Champions
15291,26,14,4623.3,2011-11-14 11:02:00,United Kingdom,3,4,4,344,Champions
15292,201,1,180.94,2011-05-22 15:00:00,United Kingdom,1,1,1,111,Lapsed / Low
15296,51,6,3672.86,2011-10-20 11:47:00,United Kingdom,3,4,4,344,Champions
15297,10,3,641.94,2011-11-29 16:32:00,United Kingdom,4,3,2,432,Loyal
15298,2,11,4799.9,2011-12-07 17:17:00,United Kingdom,4,4,4,444,Champions
15299,67,3,3907.01,2011-10-03 14:19:00,United Kingdom,2,3,4,234,At Risk (was valuable)
15300,64,1,496.44,2011-10-06 17:08:00,United Kingdom,2,1,2,212,Lapsed / Low
15301,51,10,5070.35,2011-10-20 09:57:00,United Kingdom,3,4,4,344,Champions
15303,290,1,574.02,2011-02-22 13:59:00,United Kingdom,1,1,2,112,Lapsed / Low
15304,61,8,694.4000000000001,2011-10-10 10:23:00,United Kingdom,2,4,3,243,At Risk (was valuable)
15306,64,3,1174.35,2011-10-06 12:56:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15307,96,1,205.3,2011-09-05 11:38:00,United Kingdom,2,1,1,211,Lapsed / Low
15308,274,1,310.47,2011-03-10 13:08:00,United Kingdom,1,1,2,112,Lapsed / Low
15311,1,90,60767.9,2011-12-09 12:00:00,United Kingdom,4,4,4,444,Champions
15312,75,4,924.85,2011-09-25 13:10:00,United Kingdom,2,3,3,233,At Risk (was valuable)
15313,110,1,52.0,2011-08-21 16:02:00,United Kingdom,2,1,1,211,Lapsed / Low
15314,199,1,327.97,2011-05-24 14:39:00,United Kingdom,1,1,2,112,Lapsed / Low
15315,64,2,570.5,2011-10-06 12:51:00,United Kingdom,2,2,2,222,Lapsed / Low
15316,327,1,165.0,2011-01-17 11:34:00,United Kingdom,1,1,1,111,Lapsed / Low
15318,4,1,312.62,2011-12-06 11:30:00,United Kingdom,4,1,2,412,Recent / New
15319,284,1,204.5,2011-03-01 12:48:00,United Kingdom,1,1,1,111,Lapsed / Low
15320,44,1,267.13,2011-10-26 13:27:00,United Kingdom,3,1,1,311,Recent / New
15321,71,2,2748.31,2011-09-30 09:40:00,United Kingdom,2,2,4,224,Lapsed / Low
15322,86,1,679.68,2011-09-15 09:34:00,United Kingdom,2,1,3,213,Lapsed / Low
15325,104,1,162.29,2011-08-28 11:55:00,United Kingdom,2,1,1,211,Lapsed / Low
15326,334,1,311.71,2011-01-10 11:38:00,United Kingdom,1,1,2,112,Lapsed / Low
15327,53,1,208.75,2011-10-18 11:55:00,United Kingdom,2,1,1,211,Lapsed / Low
15329,39,3,1049.7,2011-10-31 15:36:00,United Kingdom,3,3,3,333,Champions
15330,32,2,714.96,2011-11-07 17:50:00,United Kingdom,3,2,3,323,Loyal
15332,366,2,1661.06,2010-12-08 14:43:00,Lithuania,1,2,4,124,Lapsed / Low
15333,208,1,1028.56,2011-05-15 13:27:00,United Kingdom,1,1,3,113,Lapsed / Low
15334,157,3,348.72,2011-07-06 11:22:00,United Kingdom,1,3,2,132,At Risk (was valuable)
15335,54,1,173.97,2011-10-17 12:50:00,United Kingdom,2,1,1,211,Lapsed / Low
15339,66,2,574.07,2011-10-04 12:51:00,United Kingdom,2,2,2,222,Lapsed / Low
15341,81,1,2020.52,2011-09-20 09:40:00,United Kingdom,2,1,4,214,Lapsed / Low
15342,130,1,406.09,2011-08-02 10:19:00,United Kingdom,2,1,2,212,Lapsed / Low
15343,87,1,364.5,2011-09-13 13:55:00,United Kingdom,2,1,2,212,Lapsed / Low
15344,1,3,563.94,2011-12-09 10:45:00,United Kingdom,4,3,2,432,Loyal
15345,46,1,393.54,2011-10-25 11:28:00,United Kingdom,3,1,2,312,Recent / New
15346,333,1,252.42000000000002,2011-01-11 11:18:00,United Kingdom,1,1,1,111,Lapsed / Low
15347,366,1,201.60000000000002,2010-12-08 15:25:00,United Kingdom,1,1,1,111,Lapsed / Low
15348,72,1,158.04,2011-09-28 13:17:00,United Kingdom,2,1,1,211,Lapsed / Low
15349,158,2,473.81,2011-07-04 16:06:00,United Kingdom,1,2,2,122,Lapsed / Low
15350,373,1,115.65,2010-12-01 13:33:00,United Kingdom,1,1,1,111,Lapsed / Low
15351,12,7,1960.1100000000001,2011-11-27 12:52:00,United Kingdom,4,4,4,444,Champions
15353,255,2,777.02,2011-03-30 12:15:00,United Kingdom,1,2,3,123,Lapsed / Low
